Code,Name,URL,Location,Address,Latitude,Longitude,Star Rating,Rating Name_x,Review Count_x,Downtown Distance,Price per Night,Average Price,Check-in Time,Check-out Time,Cancellation Policy,Pets Policy,Payment Methods,Payment Type Number,General Facilities,Facility Count,Room Type Number,Review Score,Rating Name_y,Review Count_y,Cleanliness Score,Comfort Score,Location Score,Facilities Score,Staff Score,Max Occupancy
13,Hotel Life,https://www.booking.com/hotel/am/life.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=106862302_96205846_2_0_0&highlighted_blocks=106862302_96205846_2_0_0&matching_block_id=106862302_96205846_2_0_0&sr_pri_blocks=106862302_96205846_2_0_0__1000000&from=searchresults,"3701 Jermuk,Armenia","Shahumyan 10/1,",39.83688328,45.66581279,6.7,Pleasantpleasant,81.0,0.2,"26, 20, 31, 38, 23",27.6,From 2:00 PM to 10:00 PM,From 6:00 AM to 12:00 PM,"Free cancellationbefore May 2, 2025",Pets are not allowed.,,0,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Shower, Linens, Wardrobe or closet, City view, Landmark view, Mountain view, Garden view, Outdoor dining area, Patio, Terrace, Garden, Shared kitchen, Dining table, Cleaning products, Stovetop, Oven, Kitchenware, Electric kettle, Washing machine, Refrigerator, Kitchenette, Socket near the bed, Clothes rack, Ski storage, CyclingOff-site, Hiking, SkiingOff-site, FishingAdditional chargeOff-site, Dining area, TV, Tea/Coffee maker, Street parking, Accessible parking, Private check-in/out, Express check-in/out, 24-hour front desk, Daily housekeepingAdditional charge, LaundryAdditional charge, Fax/Photocopying, Fire extinguishers, Key access, 24-hour security, Shuttle serviceAdditional charge, Designated smoking area, Wake-up service, Hardwood or parquet floors, Heating, Carpeted, Airport shuttleAdditional charge, Non-smoking rooms, Iron, Wake-up service/Alarm clock, Entire unit located on ground floor, English, Armenian, Russian",63,2,6.7,Pleasantpleasant,81.0,7.3,6.7,9.0,6.8,8.5,9
14,Tsovella House,https://www.booking.com/hotel/am/tsovella-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=423177201_194631511_2_0_0&highlighted_blocks=423177201_194631511_2_0_0&matching_block_id=423177201_194631511_2_0_0&sr_pri_blocks=423177201_194631511_2_0_0__2000000&from=searchresults,"3701 Jermuk,Armenia","Шаумян 8, 16,",39.83604359,45.66574938,8.4,Very,20.0,0.3,"51, 59, 64, 70, 77, 43",60.66666667,From 2:00 PM to 5:00 PM,From 10:00 AM to 12:00 PM,"Free cancellationbefore April 21, 2025",Pets are not allowed.,,0,"Street parking, Shared kitchen, Dining table, Cleaning products, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Shower, Dining area, Sofa, Desk, Flat-screen TV, Cable channels, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Fold-up bed, Clothes rack, Hardwood or parquet floors, Soundproof, Private entrance, Carpeted, Fan, Ironing facilities, Iron, Upper floors accessible by stairs only, Barbecue, Balcony, Shared lounge/TV area, Tea/Coffee maker, Ski storage, HikingOff-site, SkiingOff-site, FishingAdditional chargeOff-site, Inner courtyard view, City view, Landmark view, Mountain view, Garden view, View, Private apartment in building, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Express check-in/outAdditional charge, Heating, Family rooms, Non-smoking rooms, English, Armenian, Russian",63,1,8.4,Very,20.0,8.2,8.3,9.8,8.8,8.8,12
15,The Nest JERMUK,https://www.booking.com/hotel/am/the-nest-jermuk-jermuk1.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=996158901_372502248_0_0_0&highlighted_blocks=996158901_372502248_0_0_0&matching_block_id=996158901_372502248_0_0_0&sr_pri_blocks=996158901_372502248_0_0_0__1890000&from=searchresults,"3701 Jermuk,Armenia","10 Myasnikyan Street,",39.83648796,45.66661352,9.4,Wonderfulwonderful,54.0,0.3,48,48.0,From 11:30 AM to 11:30 PM,From 10:30 AM to 11:00 AM,"Free cancellationbefore May 2, 2025",Pets are not allowed.,"Visa, Cash",2,"Dining table, Stovetop, Oven, Dryer, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Wardrobe or closet, Walk-in closet, Towels, Bathtub or shower, Private bathroom, Toilet, Hairdryer, Shower, Dining area, Sofa, Game console, Flat-screen TV, Cable channels, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Private entrance, Iron, Entire unit located on ground floor, Garden, Tea/Coffee maker, View, Heating, Family rooms, Non-smoking rooms, English, Armenian, Russian",39,1,9.4,Wonderfulwonderful,54.0,9.8,9.1,9.7,9.5,9.3,4
16,Arte Jermuk Lux Cottage,https://www.booking.com/hotel/am/arte-jermuk-lux-cottage.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=1111258901_405653064_2_0_0&highlighted_blocks=1111258901_405653064_2_0_0&matching_block_id=1111258901_405653064_2_0_0&sr_pri_blocks=1111258901_405653064_2_0_0__5500000&from=searchresults,"3701 Jermuk,Armenia","Jermuk Highway,",39.84557064,45.6817686,9.2,Wonderfulwonderful,6.0,1.0,"140, 153, 166, 179, 192",166.0,From 2:00 PM to 11:00 PM,From 9:00 AM to 12:00 PM,"Free cancellationbefore May 2, 2025",Pets are not allowed.,,0,"Dining table, Cleaning products, Electric kettle, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Towels, Bidet, Guest bathroom, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Bathtub, Shower, Dining area, Sofa, Sitting area, Flat-screen TV, TV, Socket near the bed, Sofa bed, Fold-up bed, Clothes rack, Mosquito net, Private entrance, Heating, Fan, Upper floors accessible by stairs only, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Patio, Balcony, Terrace, Garden, Movie nightsOff-site, Mountain view, Garden view, View, Semi-detached, Board games/Puzzles, Books, DVDs or music for children, Board games/puzzles, Air conditioning, Smoke-free property, Family rooms, Non-smoking rooms, English, Russian",55,1,9.2,Wonderfulwonderful,6.0,9.5,8.5,8.0,8.0,10.0,11
17,HASI hotel Jermuk,https://www.booking.com/hotel/am/hasi-apart.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=765697501_334037882_2_0_0&highlighted_blocks=765697501_334037882_2_0_0&matching_block_id=765697501_334037882_2_0_0&sr_pri_blocks=765697501_334037882_2_0_0__1890000&from=searchresults,"3701 Jermuk,Armenia","10 Shahumyan Street,",39.8368748,45.6658815,6.2,Pleasantpleasant,156.0,0.2,"48, 54, 61, 74, 87",64.8,From 2:00 PM to 9:00 PM,From 8:00 AM to 12:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Private bathroom, Terrace, Garden, HikingOff-site, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, ATM on site, Convenience store on site, Smoke-free property, Hypoallergenic room available, Heating, Soundproof rooms, Family rooms, Non-smoking rooms, Fire extinguishers, Smoke alarms, English, Armenian, Russian",19,1,6.2,Pleasantpleasant,156.0,6.7,6.5,8.3,6.4,6.9,12
18,Luxury apartement in Jermuk,https://www.booking.com/hotel/am/luxury-apartemnt-in-jermuk.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=1072191201_379753868_3_0_0&highlighted_blocks=1072191201_379753868_3_0_0&matching_block_id=1072191201_379753868_3_0_0&sr_pri_blocks=1072191201_379753868_3_0_0__2500000&from=searchresults,"3701 Jermuk,Armenia","Shahumyan Street,",39.83438461,45.66549573,0.0,Superb,0.0,0.4,64,64.0,From 2:00 PM to 12:00 AM,From 8:00 AM to 1:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Dining table, Stovetop, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Bathtub or shower, Private bathroom, Toilet, Hairdryer, Shower, Sofa, Desk, Flat-screen TV, Cable channels, TV, Sofa bed, Drying rack for clothing, Clothes rack, Private entrance, Heating, Entire unit located on ground floor, Tea/Coffee maker, Mountain view, Garden view, View, Semi-detached, Smoke-free property, Carbon monoxide detector, English, Russian",38,1,0.0,Superb,0.0,0.0,0.0,0.0,0.0,0.0,3
19,Drakhtik,https://www.booking.com/hotel/am/drakhtik-jermuk.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=1256711401_398214523_2_0_0&highlighted_blocks=1256711401_398214523_2_0_0&matching_block_id=1256711401_398214523_2_0_0&sr_pri_blocks=1256711401_398214523_2_0_0__1470000&from=searchresults,"3701 Jermuk,Armenia","25 H42,",39.84735746,45.68442031,10.0,Exceptionalexceptional,2.0,1.2,"38, 38, 34",36.66666667,From 1:00 PM to 7:00 PM,From 8:00 AM to 12:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Kitchenette, Flat-screen TV, Heating, Garden view, View, Smoke-free property, English, Russian",8,1,10.0,Exceptionalexceptional,2.0,10.0,10.0,10.0,8.8,10.0,6
20,Квартира в центре,https://www.booking.com/hotel/am/kvartira-v-tsentre-jermuk1.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=1223708001_394501674_2_0_0&highlighted_blocks=1223708001_394501674_2_0_0&matching_block_id=1223708001_394501674_2_0_0&sr_pri_blocks=1223708001_394501674_2_0_0__1589500&from=searchresults,"3701 Jermuk,Armenia","Jermuk Shahumyan Street,",39.83615848,45.66523379,7.7,Goodgood,8.0,0.2,"41, 43, 48, 38",42.5,From 2:00 PM to 12:00 AM,From 8:00 AM to 2:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Electric vehicle charging station, Kitchen, Washing machine, Kitchenette, Flat-screen TV, Heating, Balcony, Garden view, View, English, Russian",11,1,7.7,Goodgood,8.0,7.3,7.5,8.8,8.4,8.2,10
21,Jermuk Apartment,https://www.booking.com/hotel/am/daily-rent-in-jermuk.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=160733601_127271806_4_0_0&highlighted_blocks=160733601_127271806_4_0_0&matching_block_id=160733601_127271806_4_0_0&sr_pri_blocks=160733601_127271806_4_0_0__2300000&from=searchresults,"0002 Jermuk,Armenia","Dzaxapnak 5,",39.81594,45.67089,8.0,Very,5.0,1.7,59,59.0,From 1:00 PM,Until 12:00 PM,"Free cancellationbefore April 30, 2025",Pets are not allowed.,,0,"Dining table, Cleaning products, Toaster, Stovetop, Kitchenware, Electric kettle, Kitchen, Refrigerator, Linens, Wardrobe or closet, Towels, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Bathtub, Dining area, Sofa, Desk, Satellite channels, TV, Clothes rack, Mosquito net, Hardwood or parquet floors, Soundproof, Private entrance, Carpeted, Ironing facilities, Iron, Balcony, Grocery deliveries, Packed lunches, Breakfast in the room, Tea/Coffee maker, City view, Mountain view, Garden view, View, Private apartment in building, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Invoice provided, Daily housekeepingAdditional charge, Ironing serviceAdditional charge, Heating, Family rooms, Non-smoking rooms, English, Russian",51,1,8.0,Very,5.0,8.5,8.0,9.5,7.5,9.5,4
22,Jermuk,https://www.booking.com/hotel/am/jermuk-jermuk2.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=1278297801_400740883_3_0_0&highlighted_blocks=1278297801_400740883_3_0_0&matching_block_id=1278297801_400740883_3_0_0&sr_pri_blocks=1278297801_400740883_3_0_0__1800000&from=searchresults,"3701 Jermuk,Armenia","Jermuk city, street Shahumyan 4, floor 2,",39.83623277,45.66576748,0.0,Superb,0.0,0.3,46,46.0,From 12:00 PM to 10:00 PM,From 11:00 AM to 12:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Washing machine, Kitchenette, Flat-screen TV, Heating, Balcony, View, Smoke-free property, Russian",8,1,0.0,Superb,0.0,0.0,0.0,0.0,0.0,0.0,3
23,Jermuk garden,https://www.booking.com/hotel/am/jermuk-garden.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=1376789601_409802760_8_0_0&highlighted_blocks=1376789601_409802760_8_0_0&matching_block_id=1376789601_409802760_8_0_0&sr_pri_blocks=1376789601_409802760_8_0_0__3740000&from=searchresults,"0044 Jermuk,Armenia","Jermuk dzaxapnyak Sayat-Nova 44,",39.81194305,45.66495537,0.0,Superb,0.0,1.9,96,96.0,From 12:00 PM to 6:00 PM,From 12:00 PM to 6:00 PM,"Free cancellationbefore April 30, 2025",Pets are allowed on request. Charges may apply.,,0,"Kitchen, Washing machine, Private bathroom, Flat-screen TV, Air conditioning, Terrace, View, Russian",8,1,0.0,Superb,0.0,0.0,0.0,0.0,0.0,0.0,1
24,Gndevaz homme,https://www.booking.com/hotel/am/gndevaz-homme.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=1286321301_401568175_2_0_0&highlighted_blocks=1286321301_401568175_2_0_0&matching_block_id=1286321301_401568175_2_0_0&sr_pri_blocks=1286321301_401568175_2_0_0__1200000&from=searchresults,"3704 Jermuk,Armenia","Gndevaz,",39.74853985,45.6166957,7.0,Goodgood,1.0,6.8,"31, 33, 34, 38",34.0,From 12:00 PM to 3:00 PM,From 8:00 AM to 11:00 AM,"Free cancellationbefore May 4, 2025",Free!Pets are allowed. No extra charges.,,0,"Kitchen, Flat-screen TV, Heating, Balcony, Terrace, Garden, Garden view, View, Smoke-free property, Family rooms, Non-smoking rooms, English, French, Russian",14,1,7.0,Goodgood,1.0,10.0,5.0,5.0,2.5,10.0,10
25,Old Jermuk,https://www.booking.com/hotel/am/old-jermuk.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324889&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=dae688c2f2ff080e&srepoch=1743622032&all_sr_blocks=873654901_356178092_2_42_0_88068&highlighted_blocks=873654901_356178092_2_42_0_88068&matching_block_id=873654901_356178092_2_42_0_88068&sr_pri_blocks=873654901_356178092_2_42_0_88068_7200000&from=searchresults,"3801 Akhkend,Armenia","Vayk Jermuk highway 24,5 (H43),",39.76913522,45.60959889,7.3,Goodgood,20.0,5.7,"184, 197, 204",195.0,From 3:00 PM to 6:00 PM,From 8:00 AM to 11:00 AM,"Free cancellationbefore May 4, 2025",Free!Pets are allowed. No extra charges.,"American Express, Visa, Mastercard, Maestro, Cash",5,"Shared kitchen, Dining table, Cleaning products, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Hairdryer, Bathtub, Shower, Dining area, Sofa, Sitting area, Desk, Flat-screen TV, Sofa bed, Private entrance, Carpeted, Iron, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, BBQ facilitiesAdditional charge, Patio, Terrace, Garden, FruitAdditional charge, Wine/ChampagneAdditional charge, Kids' mealsAdditional charge, Breakfast in the room, Bar, Room service, Minibar, Tea/Coffee maker, Cooking classAdditional charge, Bike toursAdditional charge, Horseback riding, CyclingOff-site, HikingAdditional chargeOff-site, FishingOff-site, River view, Landmark view, Mountain view, Garden view, Lake view, View, Shuttle serviceAdditional charge, Car rental, Airport shuttleAdditional charge, Invoice provided, Private check-in/out, Concierge, Tour desk, Express check-in/out, 24-hour front desk, Outdoor play equipment for kids, Indoor play area, Daily housekeeping, Ironing service, LaundryAdditional charge, Designated smoking area, Air conditioning, Smoke-free property, Hypoallergenic room available, Heating, Soundproof rooms, Fire extinguishers, Smoke alarms, Security alarm, 24-hour security, Safe, English, Armenian, Russian",88,1,7.3,Goodgood,20.0,7.1,8.1,7.6,7.6,9.0,7
